user_id,date,morning_brush,afternoon_brush,night_brush,morning_floss,afternoon_floss,night_floss,morning_mouthwash,afternoon_mouthwash,night_mouthwash,total_brushes,total_floss,total_mouthwash,streak_days,score
2,2025-02-26,1,0,1,1,0,0,1,0,1,2,1,2,1,33
2,2025-02-25,1,1,1,0,0,0,1,0,1,3,0,2,2,40
2,2025-02-24,1,0,1,0,1,0,0,1,1,2,1,2,3,37
2,2025-02-23,0,1,1,1,0,1,1,1,0,2,2,2,4,44
2,2025-02-22,0,1,1,0,1,0,0,0,0,2,1,0,5,35
2,2025-02-21,0,0,1,0,0,1,1,0,1,1,1,2,0,21
2,2025-02-20,0,1,0,0,0,1,0,0,1,1,1,1,0,18
2,2025-02-19,1,1,1,1,0,1,1,0,0,3,2,1,1,45
2,2025-02-18,1,1,1,1,0,0,0,0,0,3,1,0,2,39
2,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,3,60
2,2025-02-16,1,0,1,0,0,1,1,0,0,2,1,1,4,36
2,2025-02-15,1,1,0,0,1,0,0,0,0,2,1,0,5,35
2,2025-02-14,0,1,1,1,1,0,1,1,1,2,2,3,6,51
2,2025-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025-02-12,1,0,1,0,0,1,0,0,0,2,1,0,1,27
2,2025-02-11,0,0,1,0,0,1,0,0,0,1,1,0,0,15
2,2025-02-10,1,0,1,0,0,0,0,0,1,2,0,1,1,25
2,2025-02-09,1,0,1,1,0,1,1,0,0,2,2,1,2,37
3,2025-03-10,0,1,1,1,0,1,1,1,0,2,2,2,1,38
3,2025-03-09,1,1,1,0,0,1,1,0,1,3,1,2,2,45
3,2025-03-08,1,1,1,1,1,1,1,1,1,3,3,3,3,60
3,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,4,62
3,2025-03-06,1,1,1,1,0,1,0,0,1,3,2,1,5,53
3,2025-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2025-03-04,1,0,1,1,0,0,1,0,0,2,1,1,1,30
3,2025-03-03,1,0,1,0,0,1,0,0,1,2,1,1,2,32
3,2025-03-02,0,0,1,0,0,0,0,0,0,1,0,0,0,10
3,2025-03-01,1,0,0,0,0,0,0,0,0,1,0,0,0,10
3,2025-02-28,1,0,1,1,0,0,1,0,1,2,1,2,1,33
3,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,2,58
3,2025-02-26,0,0,1,0,0,1,0,0,1,1,1,1,0,18
3,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,1,56
3,2025-02-24,1,0,1,0,0,0,1,0,1,2,0,2,2,30
3,2025-02-23,1,0,1,1,0,1,1,0,0,2,2,1,3,39
3,2025-02-22,1,0,0,0,0,0,0,0,0,1,0,0,0,10
3,2025-02-21,1,0,1,0,0,0,0,0,1,2,0,1,1,25
3,2025-02-20,0,0,0,0,0,0,0,0,1,0,0,1,0,3
3,2025-02-19,1,0,0,0,0,1,0,0,0,1,1,0,0,15
3,2025-02-18,1,0,1,0,0,1,0,0,1,2,1,1,1,30
3,2025-02-17,0,0,0,1,0,0,0,0,0,0,1,0,0,5
3,2025-02-16,1,1,0,0,1,0,1,1,1,2,1,3,1,36
3,2025-02-15,1,0,0,0,0,1,0,0,1,1,1,1,0,18
3,2025-02-14,1,1,1,1,1,0,1,0,0,3,2,1,1,45
3,2025-02-13,1,1,1,1,0,1,1,0,0,3,2,1,2,47
3,2025-02-12,0,0,1,0,0,1,0,0,0,1,1,0,0,15
3,2025-02-11,1,0,1,0,0,0,0,0,0,2,0,0,1,22
3,2025-02-10,0,0,1,0,1,1,0,0,1,1,2,1,0,23
3,2025-02-09,0,0,0,1,1,1,0,1,0,0,3,1,0,18
4,2025-03-10,0,0,1,0,1,1,0,1,0,1,2,1,0,23
4,2025-03-09,1,0,1,0,0,1,0,0,1,2,1,1,1,30
4,2025-03-08,0,1,0,0,0,0,1,1,1,1,0,3,0,19
4,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,1,56
4,2025-03-06,1,0,0,0,1,0,0,1,1,1,1,2,0,21
4,2025-03-05,1,0,1,0,0,0,0,0,1,2,0,1,1,25
4,2025-03-04,1,0,1,1,0,1,0,0,0,2,2,0,2,34
4,2025-03-03,1,0,1,1,0,0,1,0,1,2,1,2,3,37
4,2025-03-02,1,1,1,1,0,1,1,0,1,3,2,2,4,54
4,2025-03-01,1,0,1,1,0,0,0,0,0,2,1,0,5,35
4,2025-02-28,1,1,1,1,1,1,1,1,1,3,3,3,6,66
4,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,7,68
4,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,8,70
4,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,9,72
4,2025-02-24,0,0,0,0,0,0,0,0,1,0,0,1,0,3
4,2025-02-23,0,0,0,0,0,0,0,0,1,0,0,1,0,3
4,2025-02-22,1,0,1,0,0,1,1,0,0,2,1,1,1,30
4,2025-02-21,0,0,1,1,0,1,1,1,0,1,2,2,0,26
4,2025-02-20,1,0,1,1,0,1,1,0,0,2,2,1,1,35
4,2025-02-19,0,0,0,0,0,1,0,0,0,0,1,0,0,5
4,2025-02-18,0,1,0,0,0,0,0,1,0,1,0,1,0,13
4,2025-02-17,1,1,1,0,0,1,0,0,0,3,1,0,1,37
4,2025-02-16,0,1,1,0,1,0,1,1,1,2,1,3,2,38
4,2025-02-15,1,1,1,1,0,1,1,0,1,3,2,2,3,52
4,2025-02-14,0,1,0,0,0,1,1,1,1,1,1,3,0,24
4,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,1,56
4,2025-02-12,0,0,0,0,0,0,0,1,1,0,0,2,0,6
4,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,1,56
4,2025-02-10,0,0,0,0,1,0,0,0,0,0,1,0,0,5
4,2025-02-09,0,1,1,0,1,1,1,1,1,2,2,3,1,41
5,2025-03-10,1,0,1,0,0,1,0,0,0,2,1,0,1,27
5,2025-03-09,1,1,1,0,0,0,1,0,1,3,0,2,2,40
5,2025-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2025-03-07,0,0,0,0,0,1,0,0,1,0,1,1,0,8
5,2025-03-06,1,1,1,1,1,1,1,1,1,3,3,3,1,56
5,2025-03-05,1,0,0,0,0,1,0,0,1,1,1,1,0,18
5,2025-03-04,1,1,1,1,0,0,0,1,0,3,1,1,1,40
5,2025-03-03,1,1,1,1,0,1,0,1,1,3,2,2,2,50
5,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,3,60
5,2025-03-01,0,0,1,1,1,0,0,0,0,1,2,0,0,20
5,2025-02-28,1,1,1,0,1,1,1,1,0,3,2,2,1,48
5,2025-02-27,1,0,1,1,0,0,1,0,0,2,1,1,2,32
5,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,3,60
5,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,4,62
5,2025-02-24,1,1,1,1,1,0,1,0,0,3,2,1,5,53
5,2025-02-23,1,1,0,0,1,1,1,1,0,2,2,2,6,48
5,2025-02-22,1,0,0,1,1,0,1,0,0,1,2,1,0,23
5,2025-02-21,1,0,1,0,0,1,1,1,0,2,1,2,1,33
5,2025-02-20,1,0,0,1,1,1,0,0,0,1,3,0,0,25
5,2025-02-19,1,1,1,1,1,1,1,1,1,3,3,3,1,56
5,2025-02-18,0,1,0,1,0,0,0,0,0,1,1,0,0,15
5,2025-02-17,1,1,1,0,0,1,0,1,0,3,1,1,1,40
5,2025-02-16,1,1,1,1,0,0,0,0,0,3,1,0,2,39
5,2025-02-15,1,0,1,0,0,0,0,0,1,2,0,1,3,29
5,2025-02-14,1,1,1,1,0,0,1,0,1,3,1,2,4,49
5,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,5,64
5,2025-02-12,1,0,1,0,0,0,0,0,1,2,0,1,6,35
5,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,7,68
5,2025-02-10,0,1,0,1,0,0,0,1,1,1,1,2,0,21
5,2025-02-09,0,0,1,1,0,0,0,1,0,1,1,1,0,18
6,2025-03-10,0,0,1,0,0,0,0,0,1,1,0,1,0,13
6,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,1,56
6,2025-03-08,1,1,1,1,0,0,0,0,1,3,1,1,2,42
6,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,3,60
6,2025-03-06,1,0,1,0,0,0,1,0,0,2,0,1,4,31
6,2025-03-05,1,0,0,0,0,1,0,0,0,1,1,0,0,15
6,2025-03-04,0,0,0,0,1,1,0,0,0,0,2,0,0,10
6,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,1,56
6,2025-03-02,1,0,1,1,0,0,0,0,0,2,1,0,2,29
6,2025-03-01,1,0,1,0,0,0,1,0,1,2,0,2,3,32
6,2025-02-28,1,1,1,0,0,0,0,0,0,3,0,0,4,38
6,2025-02-27,1,0,0,0,0,0,0,0,1,1,0,1,0,13
6,2025-02-26,1,0,1,0,0,1,0,0,1,2,1,1,1,30
6,2025-02-25,1,0,1,0,0,1,0,0,0,2,1,0,2,29
6,2025-02-24,0,0,1,0,0,1,0,0,0,1,1,0,0,15
6,2025-02-23,1,1,1,1,0,0,1,0,1,3,1,2,1,43
6,2025-02-22,1,0,1,1,0,1,0,0,0,2,2,0,2,34
6,2025-02-21,1,1,1,1,1,1,1,1,1,3,3,3,3,60
6,2025-02-20,0,1,0,1,1,1,1,1,0,1,3,2,0,31
6,2025-02-19,1,0,1,1,0,0,0,0,1,2,1,1,1,30
6,2025-02-18,1,0,0,0,0,1,0,0,1,1,1,1,0,18
6,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,1,56
6,2025-02-16,1,1,1,1,0,1,0,0,1,3,2,1,2,47
6,2025-02-15,1,0,1,0,0,0,0,0,1,2,0,1,3,29
6,2025-02-14,1,1,1,1,1,1,1,1,1,3,3,3,4,62
6,2025-02-13,1,0,1,0,0,0,1,0,1,2,0,2,5,36
6,2025-02-12,0,1,0,1,0,1,1,0,0,1,2,1,0,23
6,2025-02-11,0,0,0,0,0,0,0,0,1,0,0,1,0,3
6,2025-02-10,1,1,1,0,1,0,0,1,0,3,1,1,1,40
6,2025-02-09,1,0,1,1,0,0,1,0,0,2,1,1,2,32
7,2025-03-10,1,0,1,0,0,1,1,0,1,2,1,2,1,33
7,2025-03-09,1,0,1,0,0,0,0,0,0,2,0,0,2,24
7,2025-03-08,1,1,1,0,0,0,0,0,0,3,0,0,3,36
7,2025-03-07,0,1,1,0,1,0,1,1,0,2,1,2,4,39
7,2025-03-06,1,1,1,1,0,1,1,0,0,3,2,1,5,53
7,2025-03-05,1,1,0,1,1,1,0,0,1,2,3,1,6,50
7,2025-03-04,1,1,1,1,0,1,1,0,1,3,2,2,7,60
7,2025-03-03,1,1,0,0,0,1,1,0,1,2,1,2,8,47
7,2025-03-02,1,0,1,0,0,0,0,0,1,2,0,1,9,41
7,2025-03-01,1,0,1,0,0,1,1,0,0,2,1,1,10,48
7,2025-02-28,0,0,0,0,0,1,0,0,1,0,1,1,0,8
7,2025-02-27,1,1,1,1,0,1,0,0,1,3,2,1,1,45
7,2025-02-26,1,1,1,0,0,0,1,0,0,3,0,1,2,37
7,2025-02-25,1,0,0,0,0,1,0,0,1,1,1,1,0,18
7,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,1,56
7,2025-02-23,1,0,1,0,0,1,0,0,1,2,1,1,2,32
7,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,3,60
7,2025-02-21,0,1,0,0,1,1,1,1,1,1,2,3,0,29
7,2025-02-20,1,0,0,0,0,1,0,0,0,1,1,0,0,15
7,2025-02-19,0,0,0,0,0,1,0,0,1,0,1,1,0,8
7,2025-02-18,1,0,0,0,0,0,0,1,1,1,0,2,0,16
7,2025-02-17,0,0,1,0,0,1,0,0,1,1,1,1,0,18
7,2025-02-16,1,0,1,0,0,0,0,0,1,2,0,1,1,25
7,2025-02-15,0,1,0,1,0,1,1,1,0,1,2,2,0,26
7,2025-02-14,1,0,1,0,0,0,1,0,1,2,0,2,1,28
7,2025-02-13,0,0,0,1,0,0,1,1,0,0,1,2,0,11
7,2025-02-12,1,0,0,0,0,1,0,0,1,1,1,1,0,18
7,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,1,56
7,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,2,58
7,2025-02-09,1,0,1,0,0,1,0,0,1,2,1,1,3,34
8,2025-03-10,1,0,1,1,0,1,1,0,0,2,2,1,1,35
8,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,2,58
8,2025-03-08,1,1,1,0,0,0,0,0,1,3,0,1,3,39
8,2025-03-07,1,1,1,1,0,1,0,0,1,3,2,1,4,51
8,2025-03-06,0,0,0,0,0,1,0,0,1,0,1,1,0,8
8,2025-03-05,1,0,1,0,0,1,0,0,1,2,1,1,1,30
8,2025-03-04,0,0,0,0,0,1,0,0,0,0,1,0,0,5
8,2025-03-03,1,0,0,0,0,0,0,0,0,1,0,0,0,10
8,2025-03-02,0,1,0,1,0,1,1,1,0,1,2,2,0,26
8,2025-03-01,1,0,1,1,0,0,0,0,1,2,1,1,1,30
8,2025-02-28,1,0,0,0,0,1,0,0,1,1,1,1,0,18
8,2025-02-27,0,0,0,0,0,0,0,0,1,0,0,1,0,3
8,2025-02-26,1,0,0,1,0,1,1,0,0,1,2,1,0,23
8,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,1,56
8,2025-02-24,1,0,1,0,0,1,0,0,1,2,1,1,2,32
8,2025-02-23,0,0,0,0,1,0,0,0,1,0,1,1,0,8
8,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,1,56
8,2025-02-21,1,0,1,1,0,0,0,1,1,2,1,2,2,35
8,2025-02-20,0,1,1,1,1,0,0,0,0,2,2,0,3,36
8,2025-02-19,0,1,0,0,1,0,0,1,0,1,1,1,0,18
8,2025-02-18,1,1,1,1,1,1,1,1,1,3,3,3,1,56
8,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,2,58
8,2025-02-16,1,1,1,0,0,1,1,0,0,3,1,1,3,44
8,2025-02-15,1,1,1,0,0,0,0,0,1,3,0,1,4,41
8,2025-02-14,0,0,1,0,0,1,0,0,1,1,1,1,0,18
8,2025-02-13,1,0,1,0,0,1,0,0,0,2,1,0,1,27
8,2025-02-12,0,0,1,0,0,1,0,0,0,1,1,0,0,15
8,2025-02-11,1,1,1,0,0,0,1,0,1,3,0,2,1,38
8,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,2,58
8,2025-02-09,1,0,1,0,0,0,0,0,1,2,0,1,3,29
9,2025-03-10,1,1,1,1,0,1,1,0,1,3,2,2,1,48
9,2025-03-09,0,0,1,0,1,0,0,0,1,1,1,1,0,18
9,2025-03-08,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-03-07,0,0,1,0,1,0,1,1,1,1,1,3,0,24
9,2025-03-06,1,0,0,0,0,1,0,0,0,1,1,0,0,15
9,2025-03-05,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-03-04,1,1,1,1,0,1,0,0,0,3,2,0,2,44
9,2025-03-03,1,1,1,0,0,0,1,1,1,3,0,3,3,45
9,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,4,62
9,2025-03-01,1,1,1,1,1,1,1,1,1,3,3,3,5,64
9,2025-02-28,1,0,0,0,0,1,0,0,1,1,1,1,0,18
9,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-02-26,0,0,1,0,0,1,1,1,1,1,1,3,0,24
9,2025-02-25,1,1,1,0,0,0,0,0,1,3,0,1,1,35
9,2025-02-24,0,0,1,0,0,1,0,0,0,1,1,0,0,15
9,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-02-22,0,0,1,0,0,0,0,0,0,1,0,0,0,10
9,2025-02-21,1,0,0,0,0,1,0,0,1,1,1,1,0,18
9,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-02-19,0,0,0,0,0,0,0,0,1,0,0,1,0,3
9,2025-02-18,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-02-17,1,0,0,0,0,1,0,0,0,1,1,0,0,15
9,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,1,56
9,2025-02-15,0,0,0,0,0,1,0,0,0,0,1,0,0,5
9,2025-02-14,1,0,1,0,0,0,1,0,1,2,0,2,1,28
9,2025-02-13,0,0,1,0,0,0,0,0,1,1,0,1,0,13
9,2025-02-12,1,1,1,1,0,0,1,1,1,3,1,3,1,46
9,2025-02-11,1,0,1,0,0,1,0,0,1,2,1,1,2,32
9,2025-02-10,1,1,1,1,1,0,1,1,0,3,2,2,3,52
9,2025-02-09,1,0,1,0,0,1,1,0,0,2,1,1,4,36
10,2025-03-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
10,2025-03-09,1,0,0,0,1,1,1,1,0,1,2,2,0,26
10,2025-03-08,0,1,0,0,0,0,1,0,1,1,0,2,0,16
10,2025-03-07,1,0,1,0,1,1,1,0,1,2,2,2,1,38
10,2025-03-06,1,1,1,1,1,1,1,1,1,3,3,3,2,58
10,2025-03-05,0,0,0,0,0,1,0,0,0,0,1,0,0,5
10,2025-03-04,1,1,0,1,0,0,0,1,0,2,1,1,1,30
10,2025-03-03,0,0,1,0,0,0,0,0,1,1,0,1,0,13
10,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,1,56
10,2025-03-01,1,1,1,1,0,1,1,0,1,3,2,2,2,50
10,2025-02-28,1,1,1,1,1,1,1,1,1,3,3,3,3,60
10,2025-02-27,1,1,0,0,1,0,0,1,1,2,1,2,4,39
10,2025-02-26,1,1,1,0,0,1,1,0,0,3,1,1,5,48
10,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,6,66
10,2025-02-24,0,1,1,1,0,0,1,0,0,2,1,1,7,42
10,2025-02-23,1,0,1,0,0,0,0,0,1,2,0,1,8,39
10,2025-02-22,0,0,1,0,1,1,1,0,1,1,2,2,0,26
10,2025-02-21,1,0,1,0,0,1,0,0,1,2,1,1,1,30
10,2025-02-20,1,0,1,0,0,1,0,0,0,2,1,0,2,29
10,2025-02-19,1,0,0,1,0,0,1,1,1,1,1,3,0,24
10,2025-02-18,0,0,1,1,1,1,1,0,0,1,3,1,0,28
10,2025-02-17,0,0,1,0,0,1,0,0,1,1,1,1,0,18
10,2025-02-16,1,0,1,0,0,1,0,0,1,2,1,1,1,30
10,2025-02-15,0,0,0,0,0,1,0,0,1,0,1,1,0,8
10,2025-02-14,1,1,1,1,1,1,1,1,1,3,3,3,1,56
10,2025-02-13,1,1,1,0,0,1,1,0,1,3,1,2,2,45
10,2025-02-12,1,1,1,0,0,1,1,0,1,3,1,2,3,47
10,2025-02-11,1,0,0,0,0,0,0,0,1,1,0,1,0,13
10,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
10,2025-02-09,1,1,1,1,0,0,1,0,1,3,1,2,2,45
11,2025-03-10,0,0,0,1,1,1,1,1,0,0,3,2,0,21
11,2025-03-09,1,1,1,0,0,1,1,0,1,3,1,2,1,43
11,2025-03-08,1,0,0,0,0,0,0,0,1,1,0,1,0,13
11,2025-03-07,0,1,1,0,0,1,1,0,1,2,1,2,1,33
11,2025-03-06,0,0,1,0,0,0,0,0,0,1,0,0,0,10
11,2025-03-05,1,1,1,1,0,0,1,0,0,3,1,1,1,40
11,2025-03-04,0,1,1,0,1,1,0,1,0,2,2,1,2,37
11,2025-03-03,1,0,1,1,0,0,1,0,0,2,1,1,3,34
11,2025-03-02,1,0,0,0,0,0,0,0,1,1,0,1,0,13
11,2025-03-01,0,0,1,0,0,1,0,0,0,1,1,0,0,15
11,2025-02-28,1,1,1,0,0,1,0,0,0,3,1,0,1,37
11,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,2,58
11,2025-02-26,1,0,1,0,0,0,0,0,0,2,0,0,3,26
11,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,4,62
11,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,5,64
11,2025-02-23,1,1,1,0,0,1,0,0,1,3,1,1,6,50
11,2025-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2025-02-21,0,0,1,0,0,1,0,0,0,1,1,0,0,15
11,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
11,2025-02-19,1,1,1,1,1,1,1,1,1,3,3,3,2,58
11,2025-02-18,1,0,1,1,0,1,1,0,1,2,2,2,3,42
11,2025-02-17,0,0,0,0,1,1,0,0,0,0,2,0,0,10
11,2025-02-16,0,0,1,1,1,1,0,0,1,1,3,1,0,28
11,2025-02-15,1,0,1,0,0,1,0,0,0,2,1,0,1,27
11,2025-02-14,1,1,1,1,1,1,1,1,1,3,3,3,2,58
11,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,3,60
11,2025-02-12,1,1,1,1,1,1,1,1,1,3,3,3,4,62
11,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,5,64
11,2025-02-10,1,1,1,1,0,0,1,0,1,3,1,2,6,53
11,2025-02-09,0,0,1,0,0,1,0,0,0,1,1,0,0,15
12,2025-03-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
12,2025-03-09,1,1,1,1,0,1,1,0,0,3,2,1,2,47
12,2025-03-08,0,0,1,0,0,0,0,0,1,1,0,1,0,13
12,2025-03-07,1,0,1,1,0,0,0,0,1,2,1,1,1,30
12,2025-03-06,1,0,1,1,0,0,0,0,1,2,1,1,2,32
12,2025-03-05,1,1,1,1,1,1,1,1,1,3,3,3,3,60
12,2025-03-04,0,0,0,0,0,1,0,0,1,0,1,1,0,8
12,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,1,56
12,2025-03-02,1,0,1,1,0,0,0,0,1,2,1,1,2,32
12,2025-03-01,1,1,1,1,0,0,0,0,1,3,1,1,3,44
12,2025-02-28,0,1,1,1,0,1,0,0,1,2,2,1,4,41
12,2025-02-27,1,0,0,1,0,1,1,1,1,1,2,3,0,29
12,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,1,56
12,2025-02-25,0,0,0,0,0,1,0,0,1,0,1,1,0,8
12,2025-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2025-02-23,0,0,1,0,1,1,0,1,0,1,2,1,0,23
12,2025-02-22,0,0,1,0,0,1,0,0,0,1,1,0,0,15
12,2025-02-21,0,0,1,0,0,1,0,0,1,1,1,1,0,18
12,2025-02-20,1,0,1,0,0,1,0,0,1,2,1,1,1,30
12,2025-02-19,1,0,0,0,0,1,0,0,1,1,1,1,0,18
12,2025-02-18,1,0,1,0,0,0,0,0,1,2,0,1,1,25
12,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,2,58
12,2025-02-16,1,1,1,0,0,0,1,0,1,3,0,2,3,42
12,2025-02-15,1,1,1,1,0,1,0,0,1,3,2,1,4,51
12,2025-02-14,1,1,1,0,0,0,0,0,1,3,0,1,5,43
12,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,6,66
12,2025-02-12,1,0,1,0,0,0,0,0,0,2,0,0,7,34
12,2025-02-11,1,1,1,1,0,1,0,0,0,3,2,0,8,56
12,2025-02-10,1,0,1,1,0,1,0,0,1,2,2,1,9,51
12,2025-02-09,1,1,1,1,1,1,1,1,1,3,3,3,10,74
13,2025-03-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
13,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,2,58
13,2025-03-08,1,0,0,1,1,0,0,1,1,1,2,2,0,26
13,2025-03-07,1,1,1,1,0,1,1,0,0,3,2,1,1,45
13,2025-03-06,0,1,1,1,1,0,1,1,0,2,2,2,2,40
13,2025-03-05,0,0,1,0,0,0,0,0,0,1,0,0,0,10
13,2025-03-04,1,0,1,0,0,1,0,0,0,2,1,0,1,27
13,2025-03-03,1,0,1,1,0,0,0,0,1,2,1,1,2,32
13,2025-03-02,1,0,1,0,0,1,0,0,1,2,1,1,3,34
13,2025-03-01,0,1,1,0,1,1,1,0,1,2,2,2,4,44
13,2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,1,56
13,2025-02-26,0,0,1,0,0,0,1,0,0,1,0,1,0,13
